Geno,Block,Row,Col,BF1_2010,BF2_2010,BF_ave_2010
GW-9821,B,64,23,0,0,0
GW-9822,A,6,21,0,1,0.5
GW-9822,C,34,50,0,1,0.5
GW-9822,B,65,8,0,1,0.5
GW-9823,C,33,62,0,0,0
GW-9823,A,9,24,0,1,0.5
GW-9823,B,49,8,0,1,0.5
GW-9824,A,6,13,0,1,0.5
GW-9824,B,42,6,0,1,0.5
GW-9824,C,26,62,0,1,0.5
GW-9826,A,25,21,1,1,1
GW-9826,C,34,39,0,0,0
GW-9827,A,14,25,0,1,0.5
GW-9827,C,36,51,0,0,0
GW-9827,B,49,22,0,1,0.5
GW-9828,B,55,20,0,1,0.5
GW-9828,C,22,53,0,0,0
GW-9828,A,32,27,0,0,0
GW-9829,A,32,22,0,0,0
GW-9829,B,74,8,0,0,0
GW-9829,C,21,35,0,0,0
GW-9830,B,49,2,0,0,0
GW-9830,C,30,43,0,0,0
GW-9830,A,33,31,0,1,0.5
GW-9831,C,9,53,1,2,1.5
GW-9831,B,76,10,0,0,0
GW-9831,A,23,27,0,0,0
GW-9832,A,5,5,0,0,0
GW-9832,C,7,37,0,0,0
GW-9832,B,64,6,0,1,0.5
GW-9833,C,7,55,0,1,0.5
GW-9833,A,16,5,0,1,0.5
GW-9833,B,52,22,0,0,0
GW-9834,C,28,55,0,1,0.5
GW-9834,B,68,12,0,0,0
GW-9835,A,33,4,0,1,0.5
GW-9835,B,51,15,0,0,0
GW-9835,C,13,43,0,1,0.5
GW-9836,A,5,30,0,1,0.5
GW-9836,C,13,61,0,1,0.5
GW-9836,B,70,16,0,1,0.5
GW-9837,C,33,39,0,0,0
GW-9837,A,15,19,1,1,1
GW-9837,B,68,6,0,1,0.5
GW-9838,A,17,13,0,0,0
GW-9838,B,76,13,0,1,0.5
GW-9838,C,7,34,0,0,0
GW-9839,C,36,33,0,1,0.5
GW-9839,A,25,7,0,0,0
GW-9840,C,24,39,0,0,0
GW-9840,A,3,26,0,0,0
GW-9840,B,75,9,0,2,1
GW-9841,A,28,18,0,0,0
GW-9841,C,7,36,0,0,0
GW-9842,C,20,53,0,1,0.5
GW-9842,B,68,4,0,0,0
GW-9842,A,18,14,0,1,0.5
GW-9843,C,29,46,0,1,0.5
GW-9843,A,28,2,0,0,0
GW-9843,B,40,17,0,1,0.5
GW-9844,B,57,13,0,1,0.5
GW-9844,C,30,46,0,0,0
GW-9844,A,16,4,0,0,0
GW-9845,A,34,18,1,1,1
GW-9845,B,45,15,0,1,0.5
GW-9845,C,15,52,0,1,0.5
GW-9846,B,42,12,0,1,0.5
GW-9846,C,33,52,0,0,0
GW-9846,A,11,26,0,1,0.5
GW-9847,C,17,54,0,0,0
GW-9847,B,72,15,0,0,0
GW-9847,A,30,7,0,0,0
GW-9848,B,73,19,0,2,1
GW-9848,A,30,14,0,1,0.5
GW-9848,C,36,53,0,1,0.5
GW-9849,C,3,46,1,1,1
GW-9849,A,17,30,0,1,0.5
GW-9849,B,52,11,1,1,1
GW-9850,B,55,5,0,2,1
GW-9850,C,2,38,0,0,0
GW-9850,A,27,31,0,2,1
GW-9851,C,18,60,0,1,0.5
GW-9851,B,64,11,0,0,0
GW-9851,A,35,8,0,1,0.5
GW-9852,A,30,31,0,1,0.5
GW-9852,C,16,57,0,1,0.5
GW-9852,B,63,12,0,1,0.5
GW-9853,B,57,25,1,1,1
GW-9853,A,21,13,0,1,0.5
GW-9853,C,37,44,0,1,0.5
GW-9854,A,17,25,0,1,0.5
GW-9854,C,31,56,0,0,0
GW-9855,C,5,44,0,0,0
GW-9855,A,25,18,0,1,0.5
GW-9855,B,44,6,0,1,0.5
GW-9856,A,14,15,0,1,0.5
GW-9856,C,21,52,0,1,0.5
GW-9856,B,38,11,1,1,1
GW-9857,A,9,13,0,1,0.5
GW-9857,C,23,53,0,1,0.5
GW-9857,B,53,12,0,1,0.5
GW-9858,C,25,46,0,1,0.5
GW-9858,B,52,12,0,0,0
GW-9858,A,19,17,1,1,1
GW-9860,A,29,27,0,1,0.5
GW-9860,C,7,40,0,1,0.5
GW-9860,B,62,29,0,1,0.5
GW-9861,B,50,29,0,0,0
GW-9861,A,8,5,0,0,0
GW-9861,C,14,40,0,1,0.5
GW-9862,A,34,15,0,0,0
GW-9862,C,30,37,0,0,0
GW-9862,B,49,18,0,1,0.5
GW-9863,B,51,10,0,0,0
GW-9863,A,36,2,1,1,1
GW-9863,C,20,49,0,1,0.5
GW-9864,B,53,14,0,1,0.5
GW-9864,A,15,29,0,1,0.5
GW-9864,C,24,43,0,1,0.5
GW-9865,A,24,13,0,1,0.5
GW-9865,C,11,50,0,1,0.5
GW-9866,A,13,26,0,0,0
GW-9866,B,38,26,0,0,0
GW-9866,C,12,38,0,0,0
GW-9867,B,75,27,0,1,0.5
GW-9867,C,17,42,0,0,0
GW-9868,B,66,22,0,0,0
GW-9868,A,14,27,0,0,0
GW-9868,C,19,60,0,1,0.5
GW-9869,A,35,21,0,0,0
GW-9869,B,48,26,0,0,0
GW-9869,C,31,36,0,1,0.5
GW-9870,B,73,9,0,1,0.5
GW-9870,A,31,24,0,0,0
GW-9870,C,15,61,0,0,0
GW-9871,B,46,13,0,1,0.5
GW-9871,A,16,31,0,0,0
GW-9871,C,36,42,0,0,0
GW-9872,A,7,28,0,0,0
GW-9872,B,56,2,0,0,0
GW-9872,C,37,37,0,0,0
GW-9873,A,18,23,0,0,0
GW-9873,C,12,35,0,1,0.5
GW-9873,B,49,29,0,1,0.5
GW-9874,C,29,53,0,1,0.5
GW-9874,A,5,7,0,1,0.5
GW-9874,B,76,15,0,1,0.5
GW-9875,A,36,19,0,0,0
GW-9875,C,13,36,0,0,0
GW-9875,B,59,13,0,1,0.5
GW-9876,A,12,18,0,1,0.5
GW-9876,B,59,11,0,1,0.5
GW-9876,C,37,51,0,1,0.5
GW-9877,B,50,27,0,0,0
GW-9877,C,30,53,0,0,0
GW-9878,B,39,3,0,1,0.5
GW-9878,A,28,6,0,0,0
GW-9878,C,12,49,0,0,0
GW-9879,A,29,8,1,0,0.5
GW-9879,C,4,39,0,0,0
GW-9879,B,68,2,0,1,0.5
GW-9880,C,22,50,0,0,0
GW-9880,B,38,12,0,0,0
GW-9880,A,16,12,0,0,0
GW-9882,C,25,43,1,0,0.5
GW-9882,B,76,25,0,1,0.5
GW-9882,A,21,24,0,0,0
GW-9883,B,45,14,1,1,1
GW-9883,C,26,47,0,1,0.5
GW-9883,A,19,18,0,1,0.5
GW-9884,A,33,20,0,0,0
GW-9884,B,64,25,0,1,0.5
GW-9884,C,8,43,0,0,0
GW-9885,B,71,23,0,0,0
GW-9885,C,17,37,0,0,0
GW-9885,A,31,3,0,0,0
GW-9886,C,13,37,0,0,0
GW-9886,A,9,31,0,0,0
GW-9886,B,74,14,0,1,0.5
GW-9887,C,35,61,0,1,0.5
GW-9887,A,8,31,0,1,0.5
GW-9888,B,61,3,0,1,0.5
GW-9888,C,30,41,0,1,0.5
GW-9888,A,2,9,0,1,0.5
GW-9889,C,16,41,0,0,0
GW-9889,B,74,29,0,0,0
GW-9889,A,11,2,0,1,0.5
GW-9890,A,12,19,0,1,0.5
GW-9890,C,32,41,0,0,0
GW-9890,B,61,8,0,2,1
GW-9891,C,17,57,0,1,0.5
GW-9891,A,35,31,0,0,0
GW-9891,B,59,27,0,1,0.5
GW-9892,C,21,56,0,0,0
GW-9892,A,3,8,0,1,0.5
GW-9892,B,52,23,0,1,0.5
GW-9893,A,22,22,0,1,0.5
GW-9893,C,33,55,0,2,1
GW-9894,B,64,7,0,0,0
GW-9894,A,29,10,0,0,0
GW-9894,C,10,59,0,0,0
GW-9895,B,50,21,1,2,1.5
GW-9895,A,9,11,0,1,0.5
GW-9895,C,9,49,0,2,1
GW-9896,A,4,24,0,0,0
GW-9896,C,7,47,0,1,0.5
GW-9896,B,43,20,0,1,0.5
GW-9898,C,6,61,0,2,1
GW-9898,B,74,24,0,2,1
GW-9898,A,21,17,0,2,1
GW-9899,B,66,29,0,0,0
GW-9899,C,20,58,0,1,0.5
GW-9899,A,27,16,0,1,0.5
GW-9900,A,7,7,0,1,0.5
GW-9900,B,58,2,0,0,0
GW-9900,C,29,48,0,1,0.5
GW-9901,B,67,9,1,1,1
GW-9901,C,31,51,0,1,0.5
GW-9901,A,2,22,0,1,0.5
GW-9902,C,36,45,0,1,0.5
GW-9902,B,68,9,0,1,0.5
GW-9902,A,6,28,0,0,0
GW-9903,A,8,9,0,2,1
GW-9903,C,37,45,0,2,1
GW-9903,B,71,12,1,2,1.5
GW-9904,B,40,9,0,1,0.5
GW-9904,A,2,11,0,0,0
GW-9905,C,12,59,0,0,0
GW-9905,A,11,8,0,1,0.5
GW-9905,B,75,14,0,0,0
GW-9906,A,19,11,0,1,0.5
GW-9906,C,2,37,0,0,0
GW-9906,B,60,13,0,1,0.5
GW-9907,B,52,16,0,1,0.5
GW-9907,A,15,16,0,1,0.5
GW-9907,C,24,41,0,1,0.5
GW-9908,B,63,9,1,1,1
GW-9908,A,24,27,0,0,0
GW-9908,C,7,56,0,1,0.5
GW-9909,A,6,31,0,0,0
GW-9909,C,7,33,0,0,0
GW-9909,B,62,6,0,0,0
GW-9910,B,63,4,0,1,0.5
GW-9910,A,33,25,0,2,1
GW-9910,C,20,55,0,2,1
GW-9911,A,26,22,0,1,0.5
GW-9911,B,67,28,0,0,0
GW-9911,C,30,36,0,1,0.5
GW-9912,C,35,49,0,1,0.5
GW-9912,B,48,9,0,0,0
GW-9912,A,4,13,0,0,0
GW-9913,B,50,7,0,1,0.5
GW-9913,C,36,61,0,0,0
GW-9913,A,15,23,0,0,0
GW-9914,B,75,22,0,1,0.5
GW-9914,C,2,54,0,1,0.5
GW-9914,A,23,12,0,1,0.5
GW-9915,A,30,15,0,1,0.5
GW-9915,B,58,4,0,1,0.5
GW-9915,C,24,52,0,0,0
GW-9916,C,25,55,0,0,0
GW-9916,A,32,25,0,1,0.5
GW-9916,B,57,24,0,0,0
GW-9917,A,33,17,0,0,0
GW-9917,C,9,41,0,0,0
GW-9917,B,51,29,0,0,0
GW-9918,B,75,7,0,1,0.5
GW-9918,A,9,21,0,0,0
GW-9918,C,31,40,0,0,0
GW-9919,B,45,25,0,0,0
GW-9919,C,11,55,0,1,0.5
GW-9919,A,7,4,0,0,0
GW-9920,A,27,20,0,1,0.5
GW-9920,C,18,36,0,1,0.5
GW-9920,B,42,25,0,1,0.5
GW-9921,B,48,22,0,1,0.5
GW-9921,C,12,34,0,0,0
GW-9921,A,9,22,0,0,0
GW-9922,A,33,10,0,0,0
GW-9922,C,8,49,0,1,0.5
GW-9922,B,48,19,0,1,0.5
GW-9947,B,56,19,0,1,0.5
GW-9947,A,21,15,0,1,0.5
GW-9947,C,26,46,0,1,0.5
GW-9948,B,67,22,0,1,0.5
GW-9948,A,27,29,0,1,0.5
GW-9948,C,36,44,0,1,0.5
GW-9950,C,20,59,0,0,0
GW-9950,A,20,3,0,1,0.5
GW-9950,B,43,9,0,1,0.5
GW-9951,A,11,18,0,0,0
GW-9951,B,56,11,0,1,0.5
GW-9951,C,28,50,0,0,0
GW-9952,A,28,5,0,0,0
GW-9952,B,47,16,0,1,0.5
GW-9952,C,26,53,0,0,0
GW-9953,B,73,2,0,1,0.5
GW-9953,C,16,46,0,1,0.5
GW-9953,A,19,4,0,1,0.5
GW-9954,A,4,20,0,1,0.5
GW-9954,B,64,24,0,0,0
GW-9955,B,71,8,0,2,1
GW-9955,C,28,37,0,1,0.5
GW-9955,A,7,13,0,1,0.5
GW-9956,C,2,56,0,1,0.5
GW-9956,A,12,2,0,1,0.5
GW-9956,B,47,7,0,1,0.5
GW-9957,A,17,17,0,0,0
GW-9957,B,45,16,0,1,0.5
GW-9957,C,7,35,0,0,0
GW-9958,C,22,55,0,1,0.5
GW-9958,A,27,19,0,1,0.5
GW-9958,B,66,13,0,2,1
GW-9959,B,73,27,0,0,0
GW-9959,C,6,37,0,0,0
GW-9959,A,28,31,0,0,0
GW-9960,C,36,38,0,0,0
GW-9960,B,41,4,0,0,0
GW-9960,A,8,10,0,0,0
GW-9961,C,8,58,0,1,0.5
GW-9961,B,53,10,0,0,0
GW-9961,A,6,19,0,1,0.5
GW-9962,B,54,12,0,0,0
GW-9962,A,20,9,0,0,0
GW-9962,C,21,38,0,0,0
GW-9963,B,63,7,0,0,0
GW-9963,C,15,59,0,0,0
GW-9963,A,28,23,0,0,0
GW-9964,C,26,44,0,0,0
GW-9964,B,65,24,0,1,0.5
GW-9964,A,3,7,0,1,0.5
GW-9965,A,3,22,1,2,1.5
GW-9965,C,19,55,0,2,1
GW-9965,B,40,3,1,3,2
GW-9966,B,56,29,0,0,0
GW-9966,A,28,22,0,1,0.5
GW-9966,C,23,55,0,2,1
GW-9967,B,72,28,1,2,1.5
GW-9967,A,27,27,0,2,1
GW-9967,C,29,40,0,1,0.5
GW-9968,A,32,17,0,1,0.5
GW-9968,B,47,24,0,1,0.5
GW-9968,C,33,38,0,1,0.5
GW-9969,C,11,33,1,1,1
GW-9969,A,14,28,1,1,1
GW-9969,B,38,24,0,0,0
GW-9970,A,31,7,1,1,1
GW-9970,B,59,2,0,2,1
GW-9970,C,21,46,0,1,0.5
GW-9971,B,51,8,1,1,1
GW-9971,A,36,30,0,1,0.5
GW-9971,C,3,34,0,1,0.5
HARA-26-1,A,10,27,0,1,0.5
HARA-26-1,C,2,59,0,0,0
HARA-26-2,B,47,18,0,0,0
HARA-26-2,A,7,17,0,0,0
HARA-26-2,C,28,40,0,0,0
HARB-26-1,B,48,3,0,0,0
HARB-26-1,C,18,41,0,0,0
HARB-26-1,A,31,13,0,0,0
HARB-26-2,A,11,31,0,0,0
HARB-26-2,B,48,7,0,0,0
HARB-26-2,C,17,52,0,0,0
HARB-26-3,B,67,13,0,2,1
HARB-26-3,A,21,7,0,0,0
HARB-26-3,C,34,43,0,0,0
HARB-26-4,C,16,37,0,0,0
HARB-26-4,B,49,5,0,0,0
HARB-26-4,A,19,23,0,0,0
HARB-26-5,B,66,10,0,0,0
HARB-26-5,C,34,56,0,0,0
HARB-26-5,A,11,17,0,1,0.5
HARC-26-1,C,10,32,0,0,0
HARC-26-1,B,69,12,0,0,0
HARC-26-1,A,12,21,0,0,0
HARC-26-2,C,20,51,0,0,0
HARC-26-2,B,45,6,0,1,0.5
HARC-26-2,A,16,24,0,0,0
HARC-26-3,B,74,21,0,1,0.5
HARC-26-3,A,34,12,0,0,0
HARC-26-3,C,3,47,0,1,0.5
HARC-26-4,B,67,18,0,0,0
HARC-26-4,A,3,28,0,1,0.5
HARC-26-4,C,18,35,0,0,0
HIRD-12-2,A,36,29,0,0,0
HIRD-12-2,B,66,28,0,0,0
HOMA-21-1,A,25,3,0,0,0
HOMA-21-1,C,34,58,0,0,0
HOMA-21-1,B,75,16,0,0,0
HOMA-21-2,B,63,15,0,0,0
HOMA-21-2,A,16,2,0,0,0
HOMA-21-4,A,26,11,0,0,0
HOMA-21-4,C,4,57,0,0,0
HOMA-21-4,B,65,23,0,0,0
HOMA-21-5,B,70,24,0,1,0.5
HOMA-21-5,A,18,24,0,0,0
HOMB-21-2,A,4,26,0,0,0
HOMB-21-2,C,26,40,0,0,0
HOMB-21-2,B,73,15,0,0,0
HOMB-21-3,C,22,62,0,1,0.5
HOMB-21-3,A,29,26,0,0,0
HOMB-21-3,B,38,25,0,0,0
HOMB-21-4,C,20,38,0,0,0
HOMB-21-4,B,38,19,0,0,0
HOMB-21-4,A,32,20,0,0,0
HOMC-21-1,A,31,17,0,0,0
HOMC-21-1,C,33,35,0,0,0
HOMC-21-1,B,40,19,0,0,0
HOMC-21-2,C,35,33,0,0,0
HOMC-21-2,A,29,31,0,0,0
HOMC-21-2,B,41,22,0,0,0
HOMC-21-3,A,26,4,0,1,0.5
HOMC-21-3,B,53,29,0,2,1
HOMC-21-3,C,20,41,0,0,0
HOMC-21-4,C,10,56,0,1,0.5
HOMC-21-4,A,31,18,0,0,0
HOMC-21-4,B,50,4,0,0,0
HOMC-21-5,A,5,18,0,0,0
HOMC-21-5,C,13,58,0,0,0
HOMC-21-5,B,46,5,0,0,0
HOMD-21-1,B,62,8,0,0,0
HOMD-21-1,C,23,43,0,0,0
HOMD-21-1,A,6,22,0,0,0
HOMD-21-2,B,45,5,0,2,1
HOMD-21-2,A,10,11,0,2,1
HOMD-21-2,C,19,38,2,3,2.5
HOMD-21-3,B,53,11,0,0,0
HOMD-21-3,C,3,39,0,0,0
HOMD-21-3,A,24,9,0,0,0
HOMD-21-4,A,14,24,0,0,0
HOMD-21-4,B,38,10,0,1,0.5
HOPF-27-1,A,9,17,0,0,0
HOPF-27-1,B,43,13,0,1,0.5
HOPF-27-1,C,9,56,0,1,0.5
HOPF-27-3,B,55,26,0,1,0.5
HOPF-27-3,C,22,33,1,0,0.5
HOPF-27-3,A,2,25,0,0,0
HOPF-27-5,C,24,34,0,0,0
HOPF-27-5,A,36,11,0,0,0
HOPG-27-1,B,60,21,0,1,0.5
HOPG-27-1,A,22,14,0,1,0.5
HOPG-27-1,C,18,32,0,0,0
HOPG-27-3,A,2,20,0,0,0
HOPG-27-3,C,10,37,0,1,0.5
HOPG-27-3,B,48,29,0,0,0
HOPG-27-5,C,11,58,0,0,0
HOPG-27-5,B,66,8,0,1,0.5
HOPG-27-5,A,28,17,0,1,0.5
HRSO-27-1,A,2,30,0,1,0.5
HRSO-27-1,B,48,10,0,0,0
HRSO-27-2,C,3,58,0,0,0
HRSO-27-2,B,56,13,0,0,0
HRSO-27-2,A,26,17,0,1,0.5
HRSO-27-5,B,46,24,0,1,0.5
HRSO-27-5,C,27,50,0,1,0.5
HRSO-27-5,A,13,17,0,0,0
HRSP-27-1,A,31,10,0,0,0
HRSP-27-1,B,61,21,0,2,1
HRSP-27-1,C,14,54,0,0,0
HRSP-27-5,B,71,19,0,2,1
HRSP-27-5,C,7,32,0,1,0.5
HRSP-27-5,A,24,8,0,1,0.5
KLNA-20-3,C,8,39,0,0,0
KLNA-20-3,A,17,8,0,1,0.5
KLNA-20-3,B,70,17,0,0,0
KLNA-20-4,A,8,4,0,0,0
KLNA-20-4,B,59,26,0,0,0
KLNA-20-4,C,14,47,0,0,0
KLNA-20-5,B,69,18,0,1,0.5
KLNA-20-5,C,37,33,0,1,0.5
KLNA-20-5,A,20,8,0,1,0.5
KLNB-20-2,C,13,42,0,0,0
KLNB-20-2,B,46,25,0,1,0.5
KLNB-20-2,A,10,29,0,1,0.5
KLNB-20-3,C,32,33,0,0,0
KLNB-20-3,B,41,24,0,1,0.5
KLNB-20-3,A,19,29,0,0,0
KLNC-20-2,C,6,43,0,0,0
KLNC-20-2,B,58,16,0,1,0.5
KLNC-20-2,A,27,32,0,0,0
KLND-20-1,C,30,42,0,0,0
KLND-20-1,B,45,17,0,0,0
KLND-20-1,A,37,25,0,1,0.5
KLND-20-2,A,22,20,0,0,0
KLND-20-2,B,68,26,0,0,0
KLND-20-3,B,67,16,0,0,0
KLND-20-3,C,14,49,0,0,0
KLND-20-3,A,29,25,0,1,0.5
KLND-20-5,B,40,12,0,0,0
KLND-20-5,A,33,2,0,0,0
KLND-20-5,C,15,47,0,0,0
KLNE-20-3,B,73,18,0,0,0
KLNE-20-3,A,14,11,0,0,0
KLNE-20-3,C,13,57,0,0,0
KLNE-20-4,C,16,35,0,0,0
KLNE-20-4,B,47,17,0,0,0
KLNE-20-4,A,21,12,1,1,1
KLNE-20-5,B,73,16,0,0,0
KLNE-20-5,C,15,35,0,1,0.5
KLNE-20-5,A,13,8,0,0,0
KLNG-20-1,C,14,42,0,0,0
KLNG-20-1,B,56,26,0,0,0
KLNG-20-1,A,13,25,0,0,0
KLNG-20-2,A,32,28,1,0,0.5
KLNG-20-2,C,16,32,0,0,0
KLNG-20-2,B,76,4,0,0,0
KLNG-20-3,A,34,13,0,1,0.5
KLNG-20-3,C,31,58,1,1,1
KLNG-20-3,B,45,4,0,1,0.5
KLNG-20-4,A,30,2,1,1,1
KLNG-20-4,C,21,58,0,0,0
KLNG-20-4,B,65,12,0,0,0
KLNG-20-5,B,70,22,0,1,0.5
KLNG-20-5,C,10,54,0,1,0.5
KLNG-20-5,A,6,20,0,0,0
KLNG-20-6,B,52,28,0,0,0
KLNG-20-6,A,2,24,0,0,0
KLNG-20-6,C,13,59,0,1,0.5
KLNG-20-7,B,44,21,0,0,0
KLNG-20-7,A,6,2,0,0,0
KLNG-20-7,C,14,38,0,0,0
KTMA-12-1,B,40,21,0,0,0
KTMA-12-1,C,28,39,0,0,0
KTMA-12-1,A,32,31,1,1,1
KTMA-12-2,A,36,21,0,0,0
KTMA-12-2,B,39,13,0,0,0
KTMA-12-3,C,19,52,1,0,0.5
KTMA-12-3,A,19,22,0,0,0
KTMA-12-3,B,39,21,0,0,0
KTMA-12-4,B,59,19,0,0,0
KTMA-12-4,C,18,55,0,0,0
KTMB-12-1,A,25,10,0,0,0
KTMB-12-1,C,21,51,0,0,0
KTMB-12-1,B,68,25,0,0,0
KTMB-12-3,B,60,27,0,0,0
KTMB-12-3,A,31,9,0,0,0
KTMB-12-3,C,18,46,0,0,0
KTMC-12-1,A,19,20,0,0,0
KTMC-12-1,C,17,36,1,1,1
KTMC-12-1,B,39,4,0,1,0.5
KTMC-12-2,C,10,36,0,1,0.5
KTMC-12-2,B,47,12,0,0,0
KTMC-12-2,A,15,7,0,0,0
KTMC-12-3,C,6,50,0,0,0
KTMC-12-3,B,68,10,0,0,0
KTMC-12-3,A,28,20,0,0,0
KTMC-12-5,B,66,11,0,0,0
KTMC-12-5,C,10,38,0,0,0
KTMC-12-5,A,14,17,1,1,1
LILA-26-1,C,5,57,0,0,0
LILA-26-1,A,11,12,0,1,0.5
LILA-26-1,B,76,2,0,0,0
LILA-26-2,C,28,52,0,0,0
LILA-26-2,A,28,10,0,0,0
LILA-26-2,B,49,28,0,1,0.5
LILA-26-3,B,64,28,0,1,0.5
LILA-26-3,A,28,12,0,0,0
LILA-26-3,C,18,51,0,0,0
LILA-26-4,A,25,31,0,0,0
LILA-26-4,C,4,54,0,0,0
LILA-26-4,B,51,19,0,0,0
LILA-26-5,C,6,36,0,1,0.5
LILA-26-5,A,31,12,0,1,0.5
LILA-26-5,B,55,18,0,0,0
LILB-26-1,A,5,13,0,1,0.5
LILB-26-1,B,40,10,0,0,0
LILB-26-1,C,30,48,0,0,0
LILB-26-3,B,58,11,0,0,0
LILB-26-3,C,9,58,0,0,0
LILB-26-3,A,31,22,0,0,0
LILB-26-4,A,27,25,0,1,0.5
LILB-26-4,B,56,28,0,0,0
LILB-26-4,C,20,40,0,0,0
LILB-26-5,C,12,47,0,0,0
LILB-26-5,B,54,20,0,1,0.5
LILB-26-5,A,19,25,0,0,0
LILC-26-1,A,31,25,0,2,1
LILC-26-1,B,45,2,0,2,1
LILC-26-1,C,5,39,0,2,1
LILC-26-2,A,5,10,0,0,0
LILC-26-2,B,54,15,0,1,0.5
LILC-26-2,C,25,41,0,0,0
LILC-26-3,C,28,53,0,0,0
LILC-26-3,A,11,21,0,0,0
LILC-26-3,B,71,14,0,0,0
LILC-26-4,B,42,13,0,1,0.5
LILC-26-4,C,31,45,0,2,1
LILC-26-5,C,23,62,0,0,0
LILC-26-5,A,8,27,0,1,0.5
LILC-26-5,B,47,15,0,1,0.5
LILD-26-2,B,48,17,0,1,0.5
LILD-26-2,C,31,46,0,1,0.5
LILD-26-3,A,17,9,0,0,0
LILD-26-3,B,66,19,0,0,0
LILD-26-3,C,35,51,0,0,0
LILD-26-4,B,39,24,0,0,0
LILD-26-4,A,33,28,0,2,1
LILD-26-4,C,35,47,0,2,1
LILD-26-5,C,17,45,0,0,0
LILD-26-5,B,66,25,0,0,0
LILD-26-5,A,13,16,0,1,0.5
MCMN-27-2,B,73,24,0,0,0
MCMN-27-2,C,30,33,0,0,0
MCMN-27-2,A,29,17,0,0,0
MCMN-27-3,C,14,36,0,0,0
MCMN-27-3,B,39,14,0,1,0.5
MCMN-27-3,A,2,19,0,0,0
MCMN-27-4,C,16,43,0,0,0
MCMN-27-4,B,68,19,0,1,0.5
MCMN-27-4,A,12,10,0,1,0.5
MCMN-27-5,A,32,9,0,0,0
MCMN-27-5,B,41,25,0,0,0
MCMN-27-5,C,33,45,0,0,0
MTSM-27-1,A,5,3,0,0,0
MTSM-27-1,B,76,11,0,1,0.5
MTSM-27-1,C,32,44,0,1,0.5
MTSM-27-3,B,72,27,0,0,0
MTSM-27-3,C,27,37,0,0,0
MTSM-27-3,A,24,21,0,0,0
NHTA-27-2,A,28,7,0,1,0.5
NHTA-27-2,B,64,8,0,0,0
NHTA-27-2,C,16,50,0,0,0
NHTA-27-3,A,31,16,0,0,0
NHTA-27-3,B,41,17,0,1,0.5
NHTA-27-4,A,15,28,0,1,0.5
NHTA-27-4,C,20,36,0,0,0
NHTA-27-4,B,44,20,0,0,0
NHTA-27-5,B,75,21,0,0,0
NHTA-27-5,A,20,28,0,1,0.5
NHTA-27-5,C,5,54,0,0,0
NHTB-27-1,A,37,4,0,1,0.5
NHTB-27-1,B,47,21,0,0,0
NHTB-27-1,C,32,39,0,0,0
NHTB-27-3,B,49,10,0,0,0
NHTB-27-3,C,23,46,0,0,0
NHTB-27-3,A,28,24,0,0,0
NHTB-27-4,B,44,4,0,0,0
NHTB-27-4,A,34,9,0,1,0.5
NHTB-27-4,C,27,34,0,0,0
PHY-1,C,36,40,0,0,0
PHY-1,B,44,11,0,1,0.5
PHY-1,A,6,26,0,1,0.5
SKWA-24-2,A,37,19,0,0,0
SKWA-24-2,B,61,12,0,0,0
SKWA-24-2,C,10,60,0,0,0
SKWA-24-3,A,3,5,0,0,0
SKWA-24-3,C,23,35,0,0,0
SKWA-24-3,B,41,10,0,0,0
SKWA-24-4,A,22,8,0,1,0.5
SKWA-24-4,C,20,44,0,1,0.5
SKWA-24-4,B,62,12,0,1,0.5
SKWA-24-5,C,33,49,0,0,0
SKWA-24-5,A,5,14,0,0,0
SKWA-24-5,B,65,13,0,0,0
SKWB-24-2,B,48,21,0,1,0.5
SKWB-24-2,C,2,57,0,0,0
SKWB-24-2,A,10,20,0,0,0
SKWB-24-3,A,4,17,0,0,0
SKWB-24-3,C,15,55,0,1,0.5
SKWB-24-3,B,59,23,0,1,0.5
SKWB-24-5,A,26,9,0,0,0
SKWB-24-5,B,56,7,0,1,0.5
SKWB-24-5,C,19,45,0,0,0
SKWC-24-1,C,13,50,0,1,0.5
SKWC-24-1,A,23,19,0,0,0
SKWC-24-1,B,58,3,0,1,0.5
SKWD-24-1,C,24,32,0,0,0
SKWD-24-1,B,54,22,0,0,0
SKWD-24-1,A,7,5,0,0,0
SKWD-24-3,B,38,16,0,0,0
SKWD-24-3,C,11,49,0,0,0
SKWD-24-3,A,24,25,0,1,0.5
SKWD-24-4,B,67,27,0,0,0
SKWD-24-4,A,8,23,0,0,0
SKWD-24-5,A,13,6,0,1,0.5
SKWD-24-5,C,31,50,0,1,0.5
SKWD-24-5,B,59,28,0,1,0.5
SKWE-24-1,C,6,54,0,0,0
SKWE-24-1,B,48,25,0,0,0
SKWE-24-1,A,9,14,0,0,0
SKWE-24-2,C,8,46,0,1,0.5
SKWE-24-2,A,27,9,0,0,0
SKWE-24-2,B,66,18,0,1,0.5
SKWE-24-3,A,22,18,1,1,1
SKWE-24-3,C,29,62,0,0,0
SKWE-24-3,B,70,20,0,0,0
SKWE-24-4,C,5,34,0,1,0.5
SKWE-24-4,A,11,19,0,0,0
SKWE-24-4,B,73,17,0,0,0
SKWE-24-5,A,9,9,0,0,0
SKWE-24-5,C,15,57,0,0,0
SKWE-24-5,B,44,15,0,0,0
SKWF-24-3,B,72,24,0,1,0.5
SKWF-24-3,A,8,19,0,1,0.5
